ID_CONTRATO,DESCRIPCION,ACTIVIDAD,CALLE,NUMERO,ENTRE CALLES,COLONIA,LATITUD,LONGITUD,CONTRATO,RECURSOS DE PROYECTOS PARTICIPATIVO,ORIGEN DE LA INFORMACION ,FECHA DE INICIO,FECHA DE TERMINO,AVANCE,CARPETA ASFµLTICA M2,BOLARDOS PZ,REVO DE VELOCIDAD (REVO) PZ,BANQUETAS Y GUARNICIONES M2,LUMINARIAS PZ,IMPERMEABILIZACION M2,PINTURA M2,INSTALACION HIDRAULICA M,INSTALACION DE DRENAJE M,KIT DEJUEGOS EN PARQUES Y ESPACIOS PUBLICOS PZ,VEGETACION INSTALADA EN PARQUES Y ESPACIOS PUBLICOS,SISTEMA DE RIEGO EN PARQUES Y ESPACIOS PUBLICOS ,CENTROS Y ESPACIOS DEPORTIVOS,REHABILITACION DE ESCUELAS PUBLICAS,REHABILITACION DE CENDI,REHABILITACION DE TABLEROS ELECTRICOS EN MERCADOS PUBLICOS PZ,REHABILITACION_BOMBAS,REHABILITACION DE SISTEMA DE DRENAJE EN MERCADOS PUBLICOS M,REHABILITACION DE TECHUMBRE EN MERCADOS PUBLICOS M,ESTUDIOS TECNICOS,RESPONSABLE DE PROPORCIONAR LA INFORMACION 
170,REHABILITACION DE LA CARPETA ASFALTICA BACHEO Y MAPEO EN DIVERSAS COLONIAS UBICADAS DENTRO DEL PERIMETRO DE LA ALCALDIA MIGUEL HIDALGO I,BACHEO,ENRIQUE IBSEN,60,E CASTELAR  C DICKENS,POLANCO V SECCION ,19.43137,-99.20147,AMH-LPNO-006-25,NO,JUD DE SUPERVISION DE OBRAS POR CONTRATO ,25/08/2021,25/09/2019,PROCESO DE EJECUCION ,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
171,REHABILITACION DE LA CARPETA ASFALTICA BACHEO Y MAPEO EN DIVERSAS COLONIAS UBICADAS DENTRO DEL PERIMETRO DE LA ALCALDIA MIGUEL HIDALGO I,BACHEO,ENRIQUE IBSEN,46,E CASTELAR  C DICKENS,POLANCO V SECCION ,19.43108,-99.20151,AMH-LPNO-006-25,NO,JUD DE SUPERVISION DE OBRAS POR CONTRATO ,25/08/2022,25/09/2020,PROCESO DE EJECUCION ,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
172,REHABILITACION DE LA CARPETA ASFALTICA BACHEO Y MAPEO EN DIVERSAS COLONIAS UBICADAS DENTRO DEL PERIMETRO DE LA ALCALDIA MIGUEL HIDALGO I,BACHEO,LAPLACE,5,EJERCITO NACIONAL MEXICANO  THIERS,ANZURES,19.4347,-99.17969,AMH-LPNO-006-25,NO,JUD DE SUPERVISION DE OBRAS POR CONTRATO ,25/08/2023,25/09/2021,PROCESO DE EJECUCION ,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
173,REHABILITACION DE LA CARPETA ASFALTICA BACHEO Y MAPEO EN DIVERSAS COLONIAS UBICADAS DENTRO DEL PERIMETRO DE LA ALCALDIA MIGUEL HIDALGO I,BACHEO,LAPLACE,18,EJERCITO NACIONAL MEXICANO  THIERS,ANZURES,19.435,-99.17949,AMH-LPNO-006-25,NO,JUD DE SUPERVISION DE OBRAS POR CONTRATO ,25/08/2024,25/09/2022,PROCESO DE EJECUCION ,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
174,REHABILITACION DE LA CARPETA ASFALTICA BACHEO Y MAPEO EN DIVERSAS COLONIAS UBICADAS DENTRO DEL PERIMETRO DE LA ALCALDIA MIGUEL HIDALGO I,BACHEO,LAPLACE,23,EJERCITO NACIONAL MEXICANO  THIERS,ANZURES,19.4352,-99.17939,AMH-LPNO-006-25,NO,JUD DE SUPERVISION DE OBRAS POR CONTRATO ,25/08/2025,25/09/2023,PROCESO DE EJECUCION ,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
175,REHABILITACION DE LA CARPETA ASFALTICA BACHEO Y MAPEO EN DIVERSAS COLONIAS UBICADAS DENTRO DEL PERIMETRO DE LA ALCALDIA MIGUEL HIDALGO I,BACHEO,LAPLACE,30,EJERCITO NACIONAL MEXICANO  THIERS,ANZURES,19.43536,-99.17928,AMH-LPNO-006-25,NO,JUD DE SUPERVISION DE OBRAS POR CONTRATO ,25/08/2026,25/09/2024,PROCESO DE EJECUCION ,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
176,REHABILITACION DE LA CARPETA ASFALTICA BACHEO Y MAPEO EN DIVERSAS COLONIAS UBICADAS DENTRO DEL PERIMETRO DE LA ALCALDIA MIGUEL HIDALGO I,BACHEO,LAPLACE,34,EJERCITO NACIONAL MEXICANO  THIERS,ANZURES,19.43545,-99.17919,AMH-LPNO-006-25,NO,JUD DE SUPERVISION DE OBRAS POR CONTRATO ,25/08/2027,25/09/2025,PROCESO DE EJECUCION ,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
177,REHABILITACION DE LA CARPETA ASFALTICA BACHEO Y MAPEO EN DIVERSAS COLONIAS UBICADAS DENTRO DEL PERIMETRO DE LA ALCALDIA MIGUEL HIDALGO I,BACHEO,LAPLACE,41,EJERCITO NACIONAL MEXICANO  THIERS,ANZURES,19.4356,-99.17905,AMH-LPNO-006-25,NO,JUD DE SUPERVISION DE OBRAS POR CONTRATO ,25/08/2028,25/09/2026,PROCESO DE EJECUCION ,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
178,REHABILITACION DE LA CARPETA ASFALTICA BACHEO Y MAPEO EN DIVERSAS COLONIAS UBICADAS DENTRO DEL PERIMETRO DE LA ALCALDIA MIGUEL HIDALGO I,BACHEO,LAPLACE,41,EJERCITO NACIONAL MEXICANO  THIERS,ANZURES,19.43566,-99.17906,AMH-LPNO-006-25,NO,JUD DE SUPERVISION DE OBRAS POR CONTRATO ,25/08/2029,25/09/2027,PROCESO DE EJECUCION ,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
179,REHABILITACION DE LA CARPETA ASFALTICA BACHEO Y MAPEO EN DIVERSAS COLONIAS UBICADAS DENTRO DEL PERIMETRO DE LA ALCALDIA MIGUEL HIDALGO I,BACHEO,LAPLACE,34,EJERCITO NACIONAL MEXICANO  THIERS,ANZURES,19.43524,-99.17932,AMH-LPNO-006-25,NO,JUD DE SUPERVISION DE OBRAS POR CONTRATO ,25/08/1930,25/09/2028,PROCESO DE EJECUCION ,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
180,REHABILITACION DE LA CARPETA ASFALTICA BACHEO Y MAPEO EN DIVERSAS COLONIAS UBICADAS DENTRO DEL PERIMETRO DE LA ALCALDIA MIGUEL HIDALGO I,BACHEO,LAPLACE,34,EJERCITO NACIONAL MEXICANO  THIERS,ANZURES,19.43537,-99.17923,AMH-LPNO-006-25,NO,JUD DE SUPERVISION DE OBRAS POR CONTRATO ,25/08/1931,25/09/2029,PROCESO DE EJECUCION ,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
181,REHABILITACION DE LA CARPETA ASFALTICA BACHEO Y MAPEO EN DIVERSAS COLONIAS UBICADAS DENTRO DEL PERIMETRO DE LA ALCALDIA MIGUEL HIDALGO I,BACHEO,TORQUATO TASSO,229,HOMERO  HORACIO,POLANCO V SECCION ,19.43482,-99.18338,AMH-LPNO-006-25,NO,JUD DE SUPERVISION DE OBRAS POR CONTRATO ,25/09/2001,25/09/1930,PROCESO DE EJECUCION ,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
182,REHABILITACION DE LA CARPETA ASFALTICA BACHEO Y MAPEO EN DIVERSAS COLONIAS UBICADAS DENTRO DEL PERIMETRO DE LA ALCALDIA MIGUEL HIDALGO I,BACHEO,TORQUATO TASSO,207,HOMERO  HORACIO,POLANCO V SECCION ,19.43494,-99.18337,AMH-LPNO-006-25,NO,JUD DE SUPERVISION DE OBRAS POR CONTRATO ,25/09/2002,25/10/2001,PROCESO DE EJECUCION ,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
183,REHABILITACION DE LA CARPETA ASFALTICA BACHEO Y MAPEO EN DIVERSAS COLONIAS UBICADAS DENTRO DEL PERIMETRO DE LA ALCALDIA MIGUEL HIDALGO I,BACHEO,ENRIQUE IBSEN,46,E CASTELAR  C DICKENS,POLANCO III SECCION ,19.43095,-99.20153,AMH-LPNO-006-25,NO,JUD DE SUPERVISION DE OBRAS POR CONTRATO ,25/09/2003,25/10/2002,PROCESO DE EJECUCION ,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
184,REHABILITACION DE LA CARPETA ASFALTICA BACHEO Y MAPEO EN DIVERSAS COLONIAS UBICADAS DENTRO DEL PERIMETRO DE LA ALCALDIA MIGUEL HIDALGO I,BACHEO,ENRIQUE IBSEN,52,E CASTELAR  C DICKENS,POLANCO III SECCION ,19.43112,-99.20154,AMH-LPNO-006-25,NO,JUD DE SUPERVISION DE OBRAS POR CONTRATO ,25/09/2004,25/10/2003,PROCESO DE EJECUCION ,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
185,REHABILITACION DE LA CARPETA ASFALTICA BACHEO Y MAPEO EN DIVERSAS COLONIAS UBICADAS DENTRO DEL PERIMETRO DE LA ALCALDIA MIGUEL HIDALGO I,BACHEO,TORCUATO TASSO,217,HOMERO  HORACIO,POLANCO V SECCION ,19.43451,-99.18339,AMH-LPNO-006-25,NO,JUD DE SUPERVISION DE OBRAS POR CONTRATO ,25/09/2005,25/10/2004,PROCESO DE EJECUCION ,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
186,REHABILITACION DE LA CARPETA ASFALTICA BACHEO Y MAPEO EN DIVERSAS COLONIAS UBICADAS DENTRO DEL PERIMETRO DE LA ALCALDIA MIGUEL HIDALGO I,BACHEO,TORCUATO TASSO,213,HOMERO  HORACIO,POLANCO V SECCION ,19.43478,-99.18334,AMH-LPNO-006-25,NO,JUD DE SUPERVISION DE OBRAS POR CONTRATO ,25/09/2006,25/10/2005,PROCESO DE EJECUCION ,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
187,REHABILITACION DE LA CARPETA ASFALTICA BACHEO Y MAPEO EN DIVERSAS COLONIAS UBICADAS DENTRO DEL PERIMETRO DE LA ALCALDIA MIGUEL HIDALGO I,BACHEO,TORCUATO TASSO,211,HOMERO  HORACIO,POLANCO V SECCION ,19.4349,-99.18335,AMH-LPNO-006-25,NO,JUD DE SUPERVISION DE OBRAS POR CONTRATO ,25/09/2007,25/10/2006,PROCESO DE EJECUCION ,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
188,REHABILITACION DE LA CARPETA ASFALTICA BACHEO Y MAPEO EN DIVERSAS COLONIAS UBICADAS DENTRO DEL PERIMETRO DE LA ALCALDIA MIGUEL HIDALGO I,BACHEO,HOMERO,211,T TASSO  M ESCOBEDO,POLANCO V SECCION ,19.43522,-99.18295,AMH-LPNO-006-25,NO,JUD DE SUPERVISION DE OBRAS POR CONTRATO ,25/09/2008,25/10/2007,PROCESO DE EJECUCION ,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
189,REHABILITACION DE LA CARPETA ASFALTICA BACHEO Y MAPEO EN DIVERSAS COLONIAS UBICADAS DENTRO DEL PERIMETRO DE LA ALCALDIA MIGUEL HIDALGO I,BACHEO,LOPE DE VEGA,153,EJERCITO NACIONAL MEXICANO  HOMERO,POLANCO V SECCION ,19.43591,-99.1872,AMH-LPNO-006-25,NO,JUD DE SUPERVISION DE OBRAS POR CONTRATO ,25/09/2009,25/10/2008,PROCESO DE EJECUCION ,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
190,REHABILITACION DE LA CARPETA ASFALTICA BACHEO Y MAPEO EN DIVERSAS COLONIAS UBICADAS DENTRO DEL PERIMETRO DE LA ALCALDIA MIGUEL HIDALGO I,BACHEO,KEPLER,165,EUCLIDES  KELVIN,ANZURES,19.43522,-99.18116,AMH-LPNO-006-25,NO,JUD DE SUPERVISION DE OBRAS POR CONTRATO ,25/09/2010,25/10/2009,PROCESO DE EJECUCION ,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
191,REHABILITACION DE LA CARPETA ASFALTICA BACHEO Y MAPEO EN DIVERSAS COLONIAS UBICADAS DENTRO DEL PERIMETRO DE LA ALCALDIA MIGUEL HIDALGO I,BACHEO,KEPLER,161,EUCLIDES  KELVIN,ANZURES,19.43516,-99.18113,AMH-LPNO-006-25,NO,JUD DE SUPERVISION DE OBRAS POR CONTRATO ,25/09/2011,25/10/2010,PROCESO DE EJECUCION ,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
192,REHABILITACION DE LA CARPETA ASFALTICA BACHEO Y MAPEO EN DIVERSAS COLONIAS UBICADAS DENTRO DEL PERIMETRO DE LA ALCALDIA MIGUEL HIDALGO I,BACHEO,KEPLER,161,EUCLIDES  KELVIN,ANZURES,19.43508,-99.18108,AMH-LPNO-006-25,NO,JUD DE SUPERVISION DE OBRAS POR CONTRATO ,25/09/2012,25/10/2011,PROCESO DE EJECUCION ,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
193,REHABILITACION DE LA CARPETA ASFALTICA BACHEO Y MAPEO EN DIVERSAS COLONIAS UBICADAS DENTRO DEL PERIMETRO DE LA ALCALDIA MIGUEL HIDALGO I,BACHEO,KEPLER,160,EUCLIDES  KELVIN,ANZURES,19.43504,-99.1811,AMH-LPNO-006-25,NO,JUD DE SUPERVISION DE OBRAS POR CONTRATO ,25/09/2013,25/10/2012,PROCESO DE EJECUCION ,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
194,REHABILITACION DE LA CARPETA ASFALTICA BACHEO Y MAPEO EN DIVERSAS COLONIAS UBICADAS DENTRO DEL PERIMETRO DE LA ALCALDIA MIGUEL HIDALGO I,BACHEO,KEPLER,157,EUCLIDES  KELVIN,ANZURES,19.43499,-99.18107,AMH-LPNO-006-25,NO,JUD DE SUPERVISION DE OBRAS POR CONTRATO ,25/09/2014,25/10/2013,PROCESO DE EJECUCION ,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
195,REHABILITACION DE LA CARPETA ASFALTICA BACHEO Y MAPEO EN DIVERSAS COLONIAS UBICADAS DENTRO DEL PERIMETRO DE LA ALCALDIA MIGUEL HIDALGO I,BACHEO,KEPLER,157,EUCLIDES  KELVIN,ANZURES,19.43491,-99.18104,AMH-LPNO-006-25,NO,JUD DE SUPERVISION DE OBRAS POR CONTRATO ,25/09/2015,25/10/2014,PROCESO DE EJECUCION ,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
196,REHABILITACION DE LA CARPETA ASFALTICA BACHEO Y MAPEO EN DIVERSAS COLONIAS UBICADAS DENTRO DEL PERIMETRO DE LA ALCALDIA MIGUEL HIDALGO I,BACHEO,KEPLER,158,EUCLIDES  KELVIN,ANZURES,19.43502,-99.18111,AMH-LPNO-006-25,NO,JUD DE SUPERVISION DE OBRAS POR CONTRATO ,25/09/2016,25/10/2015,PROCESO DE EJECUCION ,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
197,REHABILITACION DE LA CARPETA ASFALTICA BACHEO Y MAPEO EN DIVERSAS COLONIAS UBICADAS DENTRO DEL PERIMETRO DE LA ALCALDIA MIGUEL HIDALGO I,BACHEO,KEPLER,-,CRUCE ESQUINA KELVIN,ANZURES,19.43487,-99.181,AMH-LPNO-006-25,NO,JUD DE SUPERVISION DE OBRAS POR CONTRATO ,25/09/2017,25/10/2016,PROCESO DE EJECUCION ,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
198,REHABILITACION DE LA CARPETA ASFALTICA BACHEO Y MAPEO EN DIVERSAS COLONIAS UBICADAS DENTRO DEL PERIMETRO DE LA ALCALDIA MIGUEL HIDALGO I,BACHEO,KEPLER,153,KELVIN  EUKEN,ANZURES,19.43479,-99.18105,AMH-LPNO-006-25,NO,JUD DE SUPERVISION DE OBRAS POR CONTRATO ,25/09/2018,25/10/2017,PROCESO DE EJECUCION ,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
199,REHABILITACION DE LA CARPETA ASFALTICA BACHEO Y MAPEO EN DIVERSAS COLONIAS UBICADAS DENTRO DEL PERIMETRO DE LA ALCALDIA MIGUEL HIDALGO I,BACHEO,KEPLER,153,KELVIN  EUKEN,ANZURES,19.43478,-99.18104,AMH-LPNO-006-25,NO,JUD DE SUPERVISION DE OBRAS POR CONTRATO ,25/09/2019,25/10/2018,PROCESO DE EJECUCION ,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
200,REHABILITACION DE LA CARPETA ASFALTICA BACHEO Y MAPEO EN DIVERSAS COLONIAS UBICADAS DENTRO DEL PERIMETRO DE LA ALCALDIA MIGUEL HIDALGO I,BACHEO,KEPLER,147,KELVIN  EUKEN,ANZURES,19.43452,-99.18087,AMH-LPNO-006-25,NO,JUD DE SUPERVISION DE OBRAS POR CONTRATO ,25/09/2020,25/10/2019,PROCESO DE EJECUCION ,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
201,REHABILITACION DE LA CARPETA ASFALTICA BACHEO Y MAPEO EN DIVERSAS COLONIAS UBICADAS DENTRO DEL PERIMETRO DE LA ALCALDIA MIGUEL HIDALGO I,BACHEO,KEPLER,143,KELVIN  EUKEN,ANZURES,19.43447,-99.18081,AMH-LPNO-006-25,NO,JUD DE SUPERVISION DE OBRAS POR CONTRATO ,25/09/2021,25/10/2020,PROCESO DE EJECUCION ,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
202,REHABILITACION DE LA CARPETA ASFALTICA BACHEO Y MAPEO EN DIVERSAS COLONIAS UBICADAS DENTRO DEL PERIMETRO DE LA ALCALDIA MIGUEL HIDALGO I,BACHEO,KEPLER,140,KELVIN  EUKEN,ANZURES,19.43438,-99.18081,AMH-LPNO-006-25,NO,JUD DE SUPERVISION DE OBRAS POR CONTRATO ,25/09/2022,25/10/2021,PROCESO DE EJECUCION ,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
203,REHABILITACION DE LA CARPETA ASFALTICA BACHEO Y MAPEO EN DIVERSAS COLONIAS UBICADAS DENTRO DEL PERIMETRO DE LA ALCALDIA MIGUEL HIDALGO I,BACHEO,KEPLER,138,KELVIN  EUKEN,ANZURES,19.43429,-99.1808,AMH-LPNO-006-25,NO,JUD DE SUPERVISION DE OBRAS POR CONTRATO ,25/09/2023,25/10/2022,PROCESO DE EJECUCION ,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
